"age","job","education","marital","default","housing","loan","y"
44,"management","tertiary","married","no","no","no","no"
38,"services","secondary","married","no","no","no","no"
46,"blue_collar","primary","married","no","no","no","no"
41,"technician","secondary","married","no","no","no","no"
52,"blue_collar","primary","married","no","no","no","no"
44,"technician","secondary","married","no","yes","yes","no"
52,"technician","secondary","married","no","no","no","no"
46,"technician","secondary","married","no","no","no","no"
30,"management","tertiary","single","no","no","no","no"
39,"management","tertiary","single","no","no","no","no"
48,"services","secondary","married","no","yes","no","no"
50,"administration","secondary","married","no","yes","no","yes"
51,"blue_collar","primary","married","no","no","no","yes"
30,"management","tertiary","single","no","no","no","yes"
57,"technician","tertiary","married","no","yes","no","no"
54,"blue_collar","primary","married","no","yes","no","no"
56,"retired","secondary","married","no","no","yes","no"
38,"technician","secondary","married","no","no","yes","no"
31,"technician","tertiary","single","no","no","no","no"
51,"services","tertiary","married","no","no","no","no"
39,"technician","tertiary","married","no","no","no","no"
51,"management","tertiary","married","no","no","no","no"
34,"management","secondary","divorced","no","no","no","no"
49,"administration","secondary","married","no","no","no","no"
35,"technician","secondary","married","no","yes","no","no"
52,"housemaid","primary","married","no","no","no","no"
50,"administration","secondary","married","no","no","yes","no"
37,"administration","tertiary","single","no","no","no","no"
43,"management","tertiary","married","no","no","no","no"
42,"management","tertiary","married","no","yes","no","no"
48,"technician","secondary","divorced","no","no","no","no"
38,"management","tertiary","single","no","no","no","no"
52,"entrepreneur","secondary","married","no","no","no","no"
41,"technician","secondary","married","no","no","no","no"
41,"management","tertiary","single","no","no","no","no"
37,"management","tertiary","married","no","no","no","no"
45,"blue_collar","secondary","married","no","yes","yes","no"
36,"entrepreneur","secondary","single","no","no","no","no"
34,"student","tertiary","single","no","yes","no","no"
30,"technician","tertiary","married","no","no","no","no"
38,"management","tertiary","married","no","yes","no","no"
55,"technician","secondary","divorced","yes","yes","no","no"
33,"management","tertiary","married","no","no","no","no"
31,"technician","secondary","single","no","no","no","no"
32,"housemaid","primary","married","no","yes","no","no"
34,"technician","tertiary","divorced","no","yes","no","yes"
48,"technician","secondary","married","no","no","no","no"
43,"technician","tertiary","married","no","no","no","no"
35,"technician","tertiary","divorced","no","yes","yes","no"
45,"technician","secondary","married","no","no","no","no"
56,"management","tertiary","married","no","yes","no","no"
40,"technician","secondary","married","no","no","no","no"
51,"self_employed","primary","married","no","no","yes","no"
39,"technician","secondary","single","no","no","no","yes"
31,"technician","secondary","married","no","no","no","no"
47,"administration","secondary","married","no","no","no","yes"
30,"housemaid","tertiary","single","no","no","no","no"
39,"technician","tertiary","married","no","yes","no","no"
58,"unemployed","secondary","married","no","no","no","no"
38,"administration","secondary","married","no","no","no","no"
49,"blue_collar","secondary","married","no","yes","yes","no"
47,"technician","tertiary","married","no","no","no","no"
30,"technician","secondary","married","no","no","no","no"
35,"management","tertiary","married","no","no","no","no"
52,"technician","secondary","divorced","no","no","no","no"
48,"blue_collar","secondary","married","no","no","no","no"
36,"management","tertiary","single","no","yes","no","no"
48,"technician","secondary","single","no","no","yes","no"
31,"management","tertiary","single","no","no","yes","no"
34,"technician","secondary","single","no","no","no","no"
33,"entrepreneur","tertiary","married","no","no","no","no"
35,"technician","secondary","married","no","yes","no","no"
33,"technician","secondary","single","no","yes","no","no"
45,"self_employed","secondary","married","no","yes","no","no"
52,"management","tertiary","single","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
42,"technician","secondary","single","no","no","yes","no"
53,"technician","secondary","married","no","no","no","no"
31,"technician","secondary","married","no","no","no","no"
46,"administration","secondary","married","no","no","no","no"
57,"retired","secondary","married","no","no","no","no"
60,"technician","tertiary","married","no","no","no","no"
54,"management","tertiary","married","no","no","no","no"
49,"technician","secondary","married","no","yes","yes","no"
31,"management","tertiary","married","no","no","no","no"
50,"technician","secondary","married","no","yes","no","no"
58,"retired","secondary","divorced","no","no","no","no"
46,"technician","secondary","married","no","yes","no","no"
55,"blue_collar","primary","married","no","yes","no","no"
40,"technician","secondary","divorced","no","no","no","yes"
52,"management","tertiary","married","no","no","no","no"
55,"housemaid","primary","married","no","no","no","no"
45,"technician","secondary","divorced","no","no","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
34,"technician","tertiary","married","no","no","no","no"
53,"services","secondary","married","no","yes","no","no"
47,"blue_collar","primary","married","no","no","no","no"
43,"management","secondary","married","no","no","no","no"
36,"management","tertiary","married","no","no","no","no"
59,"administration","secondary","married","no","no","yes","no"
32,"technician","secondary","single","no","no","no","no"
50,"blue_collar","primary","married","no","yes","no","yes"
60,"management","tertiary","married","no","no","no","yes"
45,"blue_collar","primary","married","no","yes","no","no"
32,"technician","tertiary","single","no","no","no","no"
36,"administration","secondary","married","no","no","yes","no"
36,"management","tertiary","single","no","no","no","no"
59,"administration","secondary","married","yes","no","no","no"
32,"management","tertiary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","no"
58,"retired","secondary","married","no","no","no","no"
30,"technician","secondary","single","no","no","yes","no"
33,"technician","secondary","married","no","no","no","no"
44,"management","secondary","married","no","yes","no","no"
47,"administration","secondary","married","no","no","no","no"
33,"technician","secondary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
35,"management","secondary","married","no","no","yes","no"
40,"technician","secondary","single","no","no","no","no"
35,"management","tertiary","married","no","yes","no","no"
36,"management","tertiary","married","no","yes","no","no"
59,"retired","secondary","married","no","no","no","no"
38,"management","tertiary","single","no","no","no","no"
36,"management","tertiary","married","no","no","no","no"
57,"self_employed","secondary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","no"
56,"management","tertiary","married","no","no","no","no"
35,"technician","tertiary","married","no","no","no","no"
33,"technician","secondary","married","no","no","yes","no"
42,"management","tertiary","single","no","no","no","no"
47,"management","tertiary","married","no","no","no","no"
42,"management","tertiary","married","no","no","no","no"
30,"self_employed","tertiary","married","no","no","no","no"
32,"housemaid","secondary","married","no","no","no","no"
55,"management","tertiary","married","no","no","no","no"
46,"retired","secondary","married","no","yes","yes","no"
38,"technician","tertiary","single","no","no","no","no"
58,"technician","secondary","single","no","no","no","no"
50,"services","secondary","married","no","no","no","no"
35,"technician","secondary","single","no","no","yes","no"
46,"management","tertiary","married","no","no","no","no"
47,"management","tertiary","married","no","yes","no","no"
51,"blue_collar","primary","married","no","no","no","no"
32,"management","tertiary","married","no","yes","no","no"
60,"housemaid","primary","married","no","no","no","no"
30,"technician","tertiary","married","no","no","no","no"
50,"technician","secondary","married","no","no","no","no"
42,"self_employed","tertiary","married","no","yes","yes","no"
31,"technician","secondary","married","no","yes","no","no"
45,"technician","secondary","married","no","yes","no","no"
55,"housemaid","tertiary","married","no","no","no","no"
46,"housemaid","primary","married","no","no","no","no"
35,"technician","secondary","single","no","no","no","no"
53,"blue_collar","primary","married","no","yes","yes","no"
32,"technician","secondary","married","no","no","yes","no"
33,"technician","tertiary","married","no","no","no","no"
45,"self_employed","primary","married","no","no","no","no"
56,"blue_collar","secondary","married","no","no","no","no"
45,"technician","tertiary","married","no","no","no","no"
32,"technician","secondary","single","no","no","yes","no"
34,"housemaid","secondary","married","no","no","no","no"
37,"management","tertiary","single","no","no","no","no"
40,"technician","secondary","married","no","no","no","no"
56,"technician","secondary","married","no","no","no","no"
51,"management","tertiary","married","no","no","no","no"
45,"blue_collar","secondary","married","no","yes","no","no"
35,"entrepreneur","tertiary","married","no","no","no","no"
38,"management","tertiary","divorced","no","yes","no","no"
36,"management","tertiary","married","no","no","no","no"
50,"housemaid","primary","married","no","no","no","no"
52,"blue_collar","primary","married","no","no","no","no"
45,"blue_collar","secondary","married","no","no","no","no"
30,"management","tertiary","married","no","no","no","no"
51,"blue_collar","primary","married","no","no","no","no"
48,"administration","secondary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
45,"entrepreneur","tertiary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","yes"
57,"technician","tertiary","married","no","no","no","yes"
50,"blue_collar","secondary","married","no","no","no","no"
30,"technician","secondary","single","yes","no","no","no"
36,"technician","secondary","married","no","no","no","no"
49,"blue_collar","primary","married","no","yes","no","no"
56,"self_employed","secondary","married","no","no","no","no"
55,"retired","primary","married","no","no","no","no"
37,"management","tertiary","married","no","yes","no","no"
32,"management","tertiary","single","no","no","no","no"
60,"blue_collar","primary","married","no","no","no","no"
32,"management","tertiary","married","no","no","no","no"
48,"technician","secondary","single","no","no","no","no"
48,"blue_collar","secondary","married","no","no","no","no"
53,"self_employed","tertiary","married","no","yes","no","no"
45,"entrepreneur","tertiary","married","no","no","no","no"
53,"management","tertiary","married","no","no","no","no"
60,"services","tertiary","married","no","no","no","no"
56,"services","secondary","married","no","yes","yes","no"
33,"management","tertiary","married","no","no","no","no"
33,"management","tertiary","single","no","no","no","no"
37,"technician","tertiary","married","no","no","no","no"
37,"technician","secondary","divorced","no","yes","no","no"
53,"blue_collar","primary","married","no","no","no","no"
40,"technician","secondary","married","no","no","no","no"
37,"blue_collar","tertiary","married","no","no","yes","no"
36,"technician","secondary","single","no","no","no","no"
57,"administration","tertiary","married","no","no","no","no"
44,"management","tertiary","divorced","no","yes","no","no"
44,"technician","secondary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
55,"administration","secondary","married","no","yes","no","no"
51,"management","tertiary","married","no","no","yes","no"
47,"services","primary","married","no","no","no","no"
57,"management","tertiary","married","no","no","no","no"
31,"technician","secondary","single","no","no","no","no"
57,"management","tertiary","married","no","no","no","no"
41,"self_employed","tertiary","married","no","no","no","yes"
46,"administration","secondary","married","no","yes","no","no"
58,"retired","secondary","married","no","no","no","no"
35,"management","tertiary","married","no","no","no","no"
61,"housemaid","tertiary","married","no","no","no","no"
33,"technician","secondary","single","no","no","no","no"
57,"retired","secondary","married","no","no","no","no"
51,"retired","secondary","married","no","no","no","no"
46,"technician","secondary","married","no","no","no","no"
35,"technician","tertiary","single","no","no","no","no"
30,"management","tertiary","married","no","no","no","no"
31,"management","tertiary","single","no","yes","no","no"
31,"technician","tertiary","single","no","no","yes","no"
59,"management","tertiary","divorced","no","no","no","no"
48,"management","tertiary","single","no","no","yes","no"
50,"technician","secondary","married","no","no","no","yes"
56,"retired","secondary","married","no","no","no","no"
55,"blue_collar","primary","married","no","yes","no","no"
46,"technician","secondary","divorced","no","yes","no","yes"
33,"management","tertiary","married","no","yes","no","no"
56,"blue_collar","primary","married","no","no","yes","no"
31,"management","tertiary","married","no","no","no","yes"
41,"self_employed","tertiary","single","no","no","no","no"
57,"retired","secondary","married","no","no","no","no"
55,"services","secondary","married","no","no","no","no"
42,"housemaid","primary","married","no","no","yes","no"
43,"management","tertiary","married","no","yes","no","no"
52,"management","tertiary","divorced","no","yes","no","no"
45,"management","secondary","married","no","yes","yes","no"
40,"management","tertiary","divorced","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
49,"technician","secondary","divorced","no","yes","no","no"
36,"technician","secondary","single","no","no","no","yes"
36,"management","tertiary","single","no","yes","yes","no"
33,"technician","secondary","single","no","no","no","no"
31,"blue_collar","primary","married","no","no","no","no"
33,"management","tertiary","married","no","yes","no","no"
35,"management","tertiary","married","no","no","no","no"
44,"management","tertiary","married","no","yes","no","no"
45,"technician","secondary","divorced","no","no","no","yes"
56,"retired","secondary","married","no","no","no","no"
32,"technician","secondary","single","no","no","no","no"
34,"technician","secondary","single","no","no","no","no"
59,"services","primary","married","no","no","no","no"
36,"management","tertiary","married","no","yes","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
33,"management","tertiary","single","no","no","no","no"
48,"technician","secondary","married","no","no","yes","no"
45,"technician","secondary","married","no","no","no","no"
31,"management","secondary","married","no","no","no","no"
45,"services","secondary","married","no","yes","no","no"
43,"technician","tertiary","married","no","no","no","no"
32,"services","secondary","married","no","yes","yes","no"
41,"management","tertiary","married","no","yes","no","no"
32,"management","tertiary","single","no","yes","no","no"
35,"technician","secondary","married","no","yes","yes","no"
59,"retired","primary","married","no","no","no","no"
53,"management","tertiary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","no"
51,"administration","secondary","married","no","no","no","no"
36,"management","tertiary","single","no","no","yes","no"
56,"retired","primary","married","no","no","no","no"
54,"services","primary","married","no","no","no","no"
42,"technician","secondary","married","no","yes","yes","no"
34,"technician","secondary","single","no","no","no","no"
45,"blue_collar","primary","married","no","no","no","no"
30,"technician","tertiary","married","no","no","no","no"
46,"services","secondary","married","no","no","no","no"
47,"blue_collar","primary","married","no","no","no","no"
33,"technician","secondary","single","no","no","no","no"
34,"technician","secondary","married","no","no","no","no"
40,"technician","tertiary","married","no","no","no","no"
41,"management","tertiary","married","no","no","no","no"
54,"management","tertiary","married","no","no","no","no"
38,"technician","secondary","married","no","no","no","no"
33,"technician","secondary","married","no","no","no","no"
48,"services","secondary","married","no","no","no","no"
37,"management","tertiary","single","no","yes","yes","no"
50,"blue_collar","primary","married","no","yes","no","no"
33,"technician","secondary","divorced","no","no","no","yes"
51,"housemaid","primary","married","no","no","no","no"
49,"blue_collar","primary","married","no","no","no","no"
55,"technician","tertiary","married","no","yes","no","no"
56,"blue_collar","primary","married","no","no","no","no"
56,"retired","secondary","married","no","no","yes","no"
34,"management","tertiary","married","no","no","no","no"
37,"management","tertiary","single","no","no","no","no"
32,"management","tertiary","married","no","yes","no","no"
33,"technician","secondary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","no"
34,"technician","tertiary","married","no","yes","no","no"
43,"management","tertiary","married","no","no","no","no"
53,"services","secondary","married","no","yes","no","no"
52,"administration","secondary","married","no","no","yes","no"
34,"unemployed","tertiary","married","no","no","no","no"
48,"administration","secondary","married","no","no","no","no"
48,"blue_collar","primary","married","no","yes","yes","no"
52,"technician","secondary","divorced","no","no","no","no"
37,"technician","secondary","single","no","yes","no","no"
47,"self_employed","secondary","married","no","no","no","no"
53,"management","tertiary","married","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
32,"technician","tertiary","single","no","no","no","no"
31,"entrepreneur","secondary","single","no","no","no","no"
35,"management","tertiary","married","no","no","no","no"
30,"services","tertiary","single","no","no","no","no"
41,"technician","tertiary","married","no","no","no","yes"
47,"management","secondary","married","no","no","no","no"
44,"technician","secondary","married","no","yes","no","no"
51,"blue_collar","primary","married","no","yes","no","no"
31,"management","tertiary","single","no","no","no","no"
33,"housemaid","primary","married","no","no","no","no"
37,"technician","secondary","single","no","no","no","yes"
58,"management","tertiary","married","no","no","no","no"
60,"management","tertiary","married","no","no","no","yes"
45,"management","tertiary","married","no","no","no","no"
44,"unemployed","tertiary","married","no","no","no","no"
36,"management","tertiary","married","no","yes","no","no"
52,"blue_collar","secondary","married","no","no","no","no"
41,"technician","secondary","married","no","no","no","no"
52,"blue_collar","secondary","married","no","no","no","no"
34,"technician","secondary","single","no","no","yes","no"
55,"retired","primary","married","no","yes","yes","no"
32,"technician","secondary","married","no","no","no","no"
34,"management","tertiary","married","yes","no","no","no"
50,"blue_collar","primary","married","no","no","yes","no"
45,"blue_collar","secondary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","no"
32,"technician","secondary","married","no","no","no","no"
31,"technician","secondary","married","no","yes","no","no"
57,"services","primary","married","no","no","no","no"
53,"services","tertiary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","no"
56,"management","tertiary","divorced","no","no","no","no"
31,"blue_collar","secondary","married","no","no","no","no"
31,"management","tertiary","single","no","yes","no","no"
51,"blue_collar","primary","married","no","no","no","no"
32,"technician","tertiary","single","no","no","no","no"
41,"technician","secondary","single","no","yes","yes","no"
60,"housemaid","secondary","married","no","no","no","no"
32,"management","tertiary","married","no","no","no","no"
47,"unemployed","secondary","married","no","no","no","no"
52,"blue_collar","secondary","married","no","no","no","no"
42,"entrepreneur","tertiary","married","no","no","no","no"
38,"unemployed","secondary","married","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
53,"technician","tertiary","married","no","no","no","no"
31,"technician","tertiary","single","no","no","no","no"
60,"retired","secondary","married","no","yes","yes","no"
33,"technician","secondary","married","no","yes","yes","no"
47,"technician","secondary","divorced","no","no","no","no"
34,"management","tertiary","married","no","yes","no","no"
50,"blue_collar","primary","married","no","yes","no","no"
34,"technician","tertiary","single","no","yes","no","no"
33,"technician","secondary","single","no","yes","no","no"
48,"entrepreneur","tertiary","married","no","no","yes","no"
47,"management","tertiary","married","no","no","no","no"
37,"technician","secondary","married","no","no","no","no"
41,"management","tertiary","married","no","no","no","no"
36,"management","tertiary","divorced","no","no","yes","no"
33,"management","tertiary","single","no","no","no","no"
35,"management","secondary","married","no","no","no","no"
30,"technician","tertiary","single","no","no","no","no"
31,"entrepreneur","tertiary","married","no","no","no","no"
40,"technician","secondary","married","no","yes","no","no"
37,"technician","secondary","married","no","no","no","no"
33,"management","tertiary","married","no","yes","no","no"
49,"administration","secondary","married","no","no","no","no"
52,"management","tertiary","married","no","no","no","no"
31,"technician","tertiary","married","no","yes","yes","no"
47,"services","secondary","married","no","no","yes","yes"
50,"services","primary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","no"
36,"management","tertiary","married","no","no","no","no"
46,"management","tertiary","married","no","no","no","no"
46,"technician","secondary","married","no","yes","no","no"
47,"management","secondary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
32,"management","tertiary","married","no","no","no","no"
35,"management","tertiary","married","no","no","no","yes"
41,"self_employed","secondary","married","no","no","no","no"
35,"management","tertiary","single","no","yes","no","no"
52,"blue_collar","secondary","married","no","no","no","no"
37,"management","tertiary","married","no","yes","no","no"
42,"self_employed","tertiary","married","no","no","no","no"
47,"blue_collar","secondary","married","no","no","no","yes"
46,"self_employed","primary","married","no","yes","no","no"
32,"management","tertiary","divorced","no","yes","no","no"
52,"housemaid","primary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
31,"technician","secondary","married","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
33,"management","tertiary","single","no","no","no","no"
33,"technician","secondary","single","no","no","no","no"
35,"management","tertiary","single","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
34,"management","tertiary","divorced","no","no","no","no"
50,"entrepreneur","secondary","married","no","no","no","no"
30,"technician","secondary","single","no","yes","no","no"
38,"management","tertiary","married","no","no","no","no"
32,"technician","tertiary","single","no","no","no","no"
55,"management","tertiary","married","no","no","no","no"
44,"management","tertiary","single","no","yes","no","no"
52,"unemployed","secondary","married","no","no","no","no"
52,"technician","secondary","married","no","yes","yes","no"
59,"blue_collar","secondary","married","no","no","no","no"
31,"technician","tertiary","married","no","no","yes","no"
60,"technician","tertiary","single","no","no","no","no"
37,"management","tertiary","married","no","no","no","no"
60,"blue_collar","secondary","married","no","no","no","no"
47,"blue_collar","primary","married","no","no","no","no"
57,"administration","primary","married","no","yes","no","no"
39,"self_employed","tertiary","divorced","no","no","no","no"
30,"management","tertiary","married","no","no","no","no"
43,"management","tertiary","married","no","no","no","no"
45,"technician","secondary","married","no","no","no","no"
41,"technician","secondary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
38,"management","tertiary","married","no","no","no","yes"
51,"entrepreneur","primary","married","no","yes","no","no"
58,"retired","primary","married","no","yes","yes","no"
53,"unemployed","tertiary","divorced","no","yes","yes","no"
49,"entrepreneur","primary","married","no","no","no","no"
41,"technician","tertiary","married","no","no","no","no"
40,"technician","secondary","single","no","no","no","no"
34,"technician","secondary","single","no","yes","no","no"
41,"technician","secondary","single","no","no","no","no"
34,"technician","secondary","married","no","no","no","no"
32,"technician","tertiary","married","no","no","no","no"
33,"technician","secondary","married","no","yes","no","no"
46,"services","secondary","married","no","no","no","no"
33,"management","tertiary","married","no","no","no","yes"
35,"management","tertiary","single","no","yes","no","no"
44,"technician","secondary","single","no","no","no","yes"
55,"self_employed","primary","married","no","no","no","no"
31,"self_employed","tertiary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
34,"technician","secondary","single","no","no","no","no"
38,"technician","secondary","single","no","no","no","no"
31,"management","tertiary","single","no","no","yes","yes"
34,"management","tertiary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","no"
55,"retired","primary","married","no","no","no","no"
31,"technician","tertiary","single","no","yes","no","no"
57,"services","secondary","married","no","no","no","no"
45,"technician","tertiary","married","no","no","no","no"
33,"technician","tertiary","single","no","no","no","no"
35,"management","tertiary","married","no","no","no","no"
50,"technician","secondary","married","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
45,"management","tertiary","divorced","no","no","no","no"
42,"technician","tertiary","married","no","no","no","no"
46,"blue_collar","primary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","no"
47,"technician","tertiary","divorced","no","no","no","no"
31,"administration","secondary","married","no","yes","yes","no"
45,"blue_collar","secondary","married","no","yes","yes","no"
50,"management","tertiary","married","no","no","yes","no"
54,"management","tertiary","divorced","no","no","yes","no"
50,"blue_collar","secondary","married","no","no","no","no"
57,"administration","secondary","married","no","no","no","no"
51,"blue_collar","secondary","married","no","no","no","no"
37,"management","tertiary","married","no","no","no","no"
45,"management","tertiary","married","no","yes","no","no"
30,"management","tertiary","single","no","no","no","no"
32,"technician","secondary","single","no","no","no","no"
38,"technician","secondary","single","no","no","no","no"
31,"management","tertiary","single","no","no","no","yes"
55,"management","tertiary","married","no","yes","no","no"
32,"technician","secondary","single","no","no","no","yes"
55,"blue_collar","primary","married","no","no","no","no"
49,"management","tertiary","divorced","no","no","no","no"
47,"management","tertiary","married","no","no","yes","no"
46,"management","tertiary","single","yes","no","no","no"
57,"retired","tertiary","married","no","no","no","no"
33,"management","tertiary","single","no","yes","no","no"
33,"technician","secondary","married","no","no","yes","no"
46,"technician","tertiary","single","no","no","no","no"
43,"administration","secondary","married","no","no","no","no"
35,"management","tertiary","single","no","no","yes","no"
49,"administration","secondary","married","no","no","no","no"
38,"technician","tertiary","married","no","no","no","no"
44,"management","tertiary","married","no","no","no","no"
35,"entrepreneur","tertiary","married","no","yes","yes","no"
48,"administration","secondary","married","no","no","yes","no"
30,"unemployed","secondary","married","no","no","no","no"
50,"management","secondary","married","no","no","no","no"
31,"technician","secondary","married","no","no","no","no"
40,"management","tertiary","married","no","no","no","no"
47,"blue_collar","secondary","married","no","no","no","no"
42,"technician","secondary","single","no","no","no","no"
48,"management","secondary","married","no","yes","no","no"
34,"technician","secondary","married","no","no","no","no"
59,"housemaid","primary","married","no","no","no","no"
59,"technician","tertiary","divorced","no","no","no","no"
30,"management","tertiary","single","no","no","no","no"
43,"self_employed","primary","married","no","no","no","no"
31,"technician","secondary","single","no","no","no","no"
46,"blue_collar","primary","married","no","no","no","no"
33,"technician","secondary","married","no","yes","yes","no"
30,"technician","secondary","single","no","no","no","no"
59,"retired","secondary","divorced","no","no","yes","no"
35,"technician","tertiary","married","no","no","no","no"
46,"administration","secondary","married","no","no","no","no"
51,"technician","secondary","married","no","no","yes","no"
41,"management","tertiary","married","no","no","no","no"
38,"management","tertiary","single","no","no","no","no"
47,"management","tertiary","single","no","no","no","no"
35,"technician","secondary","married","no","no","no","no"
32,"technician","tertiary","single","no","yes","no","no"
33,"management","tertiary","married","no","yes","yes","no"
43,"management","tertiary","married","no","no","no","no"
46,"blue_collar","secondary","married","no","no","no","no"
38,"management","tertiary","married","no","no","no","no"
49,"services","secondary","married","no","no","no","yes"
41,"technician","secondary","single","no","no","no","no"
60,"blue_collar","tertiary","married","no","no","no","no"
52,"services","primary","married","no","no","no","yes"
35,"technician","secondary","married","no","no","no","no"
52,"technician","secondary","married","no","no","yes","no"
35,"technician","secondary","divorced","no","no","no","no"
30,"management","tertiary","single","no","no","no","no"
51,"services","primary","married","no","no","no","no"
33,"management","tertiary","single","no","yes","no","no"
35,"self_employed","tertiary","married","no","no","no","no"
39,"technician","secondary","single","no","no","no","no"
37,"management","tertiary","married","no","no","no","no"
32,"technician","tertiary","single","no","no","no","no"
38,"technician","tertiary","single","no","no","no","no"
40,"technician","secondary","married","no","yes","no","no"
33,"management","tertiary","married","no","no","no","no"
57,"management","tertiary","married","no","no","yes","no"
53,"blue_collar","primary","married","no","no","no","no"
38,"management","tertiary","married","no","yes","no","no"
47,"housemaid","secondary","married","no","no","no","no"
34,"technician","tertiary","single","no","no","no","no"
32,"administration","secondary","married","no","no","no","no"
32,"housemaid","primary","married","no","no","no","no"
31,"technician","tertiary","married","no","no","no","yes"
32,"administration","tertiary","single","no","no","no","no"
55,"management","tertiary","married","no","no","no","no"
55,"management","tertiary","married","no","no","no","no"
39,"entrepreneur","tertiary","married","no","no","no","no"
39,"management","tertiary","married","no","yes","yes","no"
35,"housemaid","primary","married","no","no","no","no"
40,"management","tertiary","married","no","no","no","no"
40,"technician","secondary","married","no","no","no","no"
33,"technician","tertiary","single","no","no","no","no"
32,"management","tertiary","married","no","no","no","no"
39,"technician","tertiary","single","no","no","no","no"
36,"technician","tertiary","married","no","no","no","no"
57,"management","tertiary","married","no","no","no","no"
49,"blue_collar","secondary","married","no","no","no","no"
35,"management","tertiary","married","no","yes","yes","yes"
48,"blue_collar","secondary","married","no","no","no","no"
40,"housemaid","secondary","married","no","no","no","no"
32,"technician","secondary","single","no","no","no","yes"
52,"unemployed","secondary","married","no","no","no","no"
48,"services","secondary","married","no","no","no","no"
31,"management","tertiary","married","no","no","no","no"
34,"management","tertiary","single","no","no","no","no"
31,"management","tertiary","single","no","no","no","yes"
37,"technician","secondary","single","no","no","no","no"
44,"technician","tertiary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
54,"services","secondary","married","no","no","no","no"
32,"entrepreneur","primary","married","no","no","no","no"
36,"technician","secondary","divorced","no","no","no","yes"
59,"retired","secondary","married","no","no","yes","no"
41,"management","secondary","single","no","no","no","no"
34,"management","tertiary","single","no","no","no","no"
43,"technician","tertiary","married","no","yes","no","no"
54,"technician","tertiary","married","no","no","no","no"
31,"technician","secondary","married","no","yes","no","no"
32,"technician","secondary","married","no","yes","yes","no"
46,"technician","secondary","married","no","yes","no","no"
49,"housemaid","tertiary","married","no","no","no","no"
43,"self_employed","tertiary","married","no","no","no","no"
53,"management","tertiary","married","no","no","no","no"
38,"management","tertiary","single","no","yes","no","no"
30,"management","tertiary","single","no","no","no","no"
36,"management","tertiary","single","no","yes","no","no"
33,"management","tertiary","married","no","no","no","no"
46,"management","tertiary","married","no","yes","no","no"
31,"management","tertiary","married","no","yes","no","no"
39,"management","tertiary","married","no","no","no","yes"
46,"management","tertiary","married","no","no","no","yes"
49,"technician","secondary","divorced","no","no","no","no"
52,"services","primary","married","no","no","no","no"
46,"housemaid","primary","married","no","no","no","no"
47,"blue_collar","primary","married","no","no","yes","no"
31,"technician","secondary","single","no","no","no","no"
51,"blue_collar","primary","married","no","no","no","no"
47,"housemaid","secondary","married","no","no","no","no"
46,"blue_collar","primary","married","no","no","no","no"
47,"administration","secondary","married","no","no","no","no"
43,"management","tertiary","married","no","yes","yes","no"
33,"management","tertiary","married","no","yes","no","no"
51,"technician","tertiary","divorced","no","no","no","no"
57,"retired","primary","married","no","no","no","no"
34,"technician","tertiary","single","no","no","no","no"
31,"technician","tertiary","married","no","no","no","no"
35,"management","tertiary","married","no","no","no","no"
41,"management","tertiary","married","no","no","no","no"
48,"blue_collar","primary","married","no","no","no","no"
51,"technician","secondary","married","no","no","yes","no"
60,"management","tertiary","divorced","no","yes","no","no"
41,"housemaid","primary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
61,"housemaid","primary","married","no","no","no","no"
37,"housemaid","primary","married","no","no","no","no"
30,"technician","secondary","single","no","yes","no","no"
34,"housemaid","primary","married","no","no","no","no"
47,"blue_collar","primary","married","no","no","no","no"
50,"management","tertiary","single","no","no","no","no"
46,"blue_collar","secondary","married","no","no","no","no"
35,"technician","tertiary","single","no","no","no","no"
31,"administration","tertiary","married","no","no","no","no"
